Model,Silhouette,DB_Index,CH_Score
KMeans,0.1764178916623919,1.679157627687613,1283.6489250572824
GMM,0.07930986804720856,2.6749209692786518,655.7519801876027
DBSCAN,0.18642752126121934,2.241815341631771,405.16482497225604
Hierarchical,0.11423676261142315,1.9836118898722574,968.4370274032102
MeanShift,0.2688190426351859,0.8480693849695875,79.6192755711879
